Customer number;Coupon Code;Date;Receipt id;Discount;Turnover
81733;Welkom_5;23-08-2024;20353835;-5;51.49
82740;Welkom_5;23-08-2024;20354858;-5;46.43
83109;Welkom_5;23-08-2024;20353868;-5;375.43
81838;Welkom_5;23-08-2024;20353728;-5;191.96
83657;Welkom_5;23-08-2024;20406815;-5;202.96
83553;Welkom_5;23-08-2024;20353686;-5;309.36
81724;Welkom_5;23-08-2024;20353496;-5;334.97
84893;Welkom_5;23-08-2024;20354361;-5;57.36
81580;Welkom_5;23-08-2024;20354965;-5;226.58
82565;Welkom_5;23-08-2024;20354015;-5;64.38
84353;Welkom_5;24-08-2024;20356895;-5;96.29
83843;Welkom_5;24-08-2024;20356648;-5;113.54
80768;Welkom_5;24-08-2024;20357679;-5;91.47
80757;Welkom_5;24-08-2024;20357554;-5;88.78
80478;Welkom_5;24-08-2024;20355616;-5;252.98
83559;Welkom_5;24-08-2024;20355244;-5;439.98
81542;Welkom_5;24-08-2024;20357141;-5;103.98
80335;Welkom_5;24-08-2024;20407185;-5;86.98
81761;Welkom_5;24-08-2024;20356143;-5;54.96
84416;Welkom_5;24-08-2024;20357331;-5;135
80384;Welkom_5;24-08-2024;20407110;-5;38.18
80697;Welkom_5;24-08-2024;20357463;-5;374.98
82013;Welkom_5;24-08-2024;20356119;-5;770.99
82603;Welkom_5;24-08-2024;20356457;-5;36.53
80896;Welkom_5;24-08-2024;20356531;-5;69.97
84391;Welkom_5;24-08-2024;20355251;-5;5.49
83570;Welkom_5;24-08-2024;20407326;-5;383.28
84079;Welkom_5;24-08-2024;20355400;-5;217.47
83363;Welkom_5;24-08-2024;20355681;-5;924.74
83072;Welkom_5;24-08-2024;20407441;-5;239.58
83549;Welkom_5;24-08-2024;20357968;-5;218.98
83136;Welkom_5;24-08-2024;20356036;-5;30.98
81747;Welkom_5;24-08-2024;20355319;-5;78.98
81899;Welkom_5;24-08-2024;20356168;-5;36.44
84460;Welkom_5;24-08-2024;20355806;-5;250.74
83334;Welkom_5;24-08-2024;20407433;-5;50.99
83651;Welkom_5;24-08-2024;20407375;-5;144.33
82758;Welkom_5;24-08-2024;20357505;-5;68.38
81997;Welkom_5;24-08-2024;20357851;-5;90.27
80708;Welkom_5;24-08-2024;20356911;-5;112.47
84707;Welkom_5;24-08-2024;20407359;-5;92.4
81240;Welkom_5;24-08-2024;20355475;-5;30.49
82272;Welkom_5;24-08-2024;20357547;-5;81.98
80060;Welkom_5;24-08-2024;20357174;-5;57.99
77802;Welkom_5;24-08-2024;20407367;-5;432.89
84219;Welkom_5;24-08-2024;20356945;-5;90.94
84087;Welkom_5;24-08-2024;20407300;-5;236.12
80406;Welkom_5;24-08-2024;20355061;-5;75.99
77889;Welkom_5;24-08-2024;20357497;-5;15.68
82477;Welkom_5;24-08-2024;20355780;-5;24.65
83436;Welkom_5;24-08-2024;20356853;-5;82.48
84306;Welkom_5;25-08-2024;20358743;-5;458.37
81387;Welkom_5;25-08-2024;20358438;-5;70.48
83362;Welkom_5;25-08-2024;20358610;-5;27.68
78064;Welkom_5;25-08-2024;20358131;-5;207.58
84006;Welkom_5;25-08-2024;13848;-5;9.5
71419;Welkom_5;25-08-2024;20359766;-5;94.98
81862;Welkom_5;25-08-2024;20358701;-5;414.79
78745;Welkom_5;25-08-2024;20359782;-5;31.78
80459;Welkom_5;26-08-2024;20360244;-5;101.37
82016;Welkom_5;26-08-2024;20361762;-2.99;0
82598;Welkom_5;26-08-2024;20361192;-5;119.84
80539;Welkom_5;26-08-2024;20360889;-5;57.5
84598;Welkom_5;26-08-2024;20361903;-5;36.32
81881;Welkom_5;26-08-2024;20360616;-5;71.46
81997;Welkom_5;26-08-2024;20360566;-5;10.8
82450;Welkom_5;26-08-2024;20360624;-5;7.59
83694;Welkom_5;26-08-2024;20361283;-5;85.41
81377;Welkom_5;26-08-2024;20361820;-5;140.94
83524;Welkom_5;26-08-2024;20360814;-5;76.39
82770;Welkom_5;26-08-2024;20360111;-5;1837.17
80472;Welkom_5;26-08-2024;20360798;-5;19.99
83784;Welkom_5;26-08-2024;20361937;-5;140.47
83489;Welkom_5;26-08-2024;13854;-5;94.95
78366;Welkom_5;26-08-2024;20360228;-5;19.26
82714;Welkom_5;26-08-2024;20360251;-5;5.79
83171;Welkom_5;26-08-2024;20360681;-5;36.2
82650;Welkom_5;26-08-2024;20361267;-5;39.82
82515;Welkom_5;26-08-2024;20360079;-5;114.26
83545;Welkom_5;26-08-2024;20359857;-5;154.99
81312;Welkom_5;26-08-2024;20360301;-5;3.99
84551;Welkom_5;26-08-2024;20361846;-5;90.99
84092;Welkom_5;26-08-2024;20361614;-5;94.95
78030;Welkom_5;26-08-2024;20360087;-5;5.99
83443;Welkom_5;26-08-2024;20361457;-5;35.49
80800;Welkom_5;26-08-2024;20359840;-5;39.99
83457;Welkom_5;26-08-2024;20360939;-5;15.17
82471;Welkom_5;26-08-2024;20359998;-5;109.97
82263;Welkom_5;26-08-2024;20360533;-5;132.67
80460;Welkom_5;26-08-2024;20361663;-5;341.33
82810;Welkom_5;26-08-2024;20361150;-5;101.22
82537;Welkom_5;26-08-2024;20361259;-5;19.69
81259;Welkom_5;26-08-2024;20360343;-5;83.91
84124;Welkom_5;26-08-2024;20360186;-5;10.28
84241;Welkom_5;26-08-2024;20359949;-5;34.99
80785;Welkom_5;26-08-2024;20360434;-5;74.99
79369;Welkom_5;26-08-2024;20360962;-5;43.99
81238;Welkom_5;26-08-2024;20361291;-5;20.18
80004;Welkom_5;26-08-2024;20360269;-5;8
83480;Welkom_5;26-08-2024;20361523;-5;28.99
83158;Welkom_5;26-08-2024;20361507;-5;3.99
80059;Welkom_5;26-08-2024;20359873;-5;92.98
80621;Welkom_5;26-08-2024;20361564;-5;146.49
80545;Welkom_5;26-08-2024;20360483;-5;19.45
77281;Welkom_5;26-08-2024;20359915;-5;28.99
82084;Welkom_5;26-08-2024;20360905;-5;104.9
83668;Welkom_5;26-08-2024;20361325;-5;9.99
81551;Welkom_5;26-08-2024;13855;-5;69.99
84667;Welkom_5;26-08-2024;20361671;-5;13.66
84014;Welkom_5;26-08-2024;20361242;-5;214.99
81636;Welkom_5;26-08-2024;20361796;-5;137.51
82194;Welkom_5;26-08-2024;20360988;-5;59.81
81825;Welkom_5;26-08-2024;20361101;-5;80.08
82208;Welkom_5;26-08-2024;20359881;-5;80.88
83693;Welkom_5;26-08-2024;20361697;-5;133.46
83137;Welkom_5;26-08-2024;20360467;-5;238.98
82521;Welkom_5;26-08-2024;20360806;-5;74.97
90360;Welkom_5;27-08-2024;20362539;-5;493
93875;Welkom_5;27-08-2024;20363123;-5;2622.48
101467;Welkom_5;27-08-2024;20362588;-5;90.98
85545;Welkom_5;27-08-2024;20362489;-5;89.99
102645;Welkom_5;27-08-2024;20363107;-5;10
93043;Welkom_5;27-08-2024;20362943;-5;79.67
92328;Welkom_5;27-08-2024;20362521;-5;29.99
100433;Welkom_5;27-08-2024;20362349;-5;40
100610;Welkom_5;27-08-2024;20363206;-5;45.47
86339;Welkom_5;27-08-2024;20362786;-5;57.98
83819;Welkom_5;27-08-2024;13864;-5;94.98
96034;Welkom_5;27-08-2024;20362133;-5;119.97
82947;Welkom_5;27-08-2024;20362067;-5;32.4
97489;Welkom_5;27-08-2024;20362471;-5;153.16
103373;Welkom_5;27-08-2024;20362869;-5;65.49
108356;Welkom_5;27-08-2024;20362497;-5;2.99
95676;Welkom_5;27-08-2024;20362547;-5;29.99
103750;Welkom_5;28-08-2024;20364063;-5;107.97
86818;Welkom_5;28-08-2024;20364642;-5;29.14
99041;Welkom_5;28-08-2024;20364576;-5;108.37
102116;Welkom_5;28-08-2024;20364550;-5;819.95
89681;Welkom_5;28-08-2024;20364287;-5;459.85
81978;Welkom_5;28-08-2024;20364196;-5;279.98
91843;Welkom_5;28-08-2024;20364584;-5;75.99
92145;Welkom_5;28-08-2024;20364600;-5;142.15
106016;Welkom_5;28-08-2024;20364717;-5;15.97
91938;Welkom_5;29-08-2024;20365342;-5;243.44
91053;Welkom_5;29-08-2024;20365771;-5;12.99
98177;Welkom_5;29-08-2024;20366316;-5;27.42
98059;Welkom_5;29-08-2024;20365367;-5;69.99
90986;Welkom_5;29-08-2024;20365755;-5;21.95
95251;Welkom_5;29-08-2024;20366019;-5;20.64
104064;Welkom_5;29-08-2024;20366092;-5;342.95
95523;Welkom_5;29-08-2024;20365599;-5;74.44
84222;Welkom_5;29-08-2024;20365870;-5;92.97
72738;Welkom_5;29-08-2024;20365763;-5;26.99
90969;Welkom_5;29-08-2024;20365847;-5;162.3
95810;Welkom_5;29-08-2024;20365300;-5;122.99
94654;Welkom_5;29-08-2024;20407540;-5;46.73
100735;Welkom_5;29-08-2024;20366746;-5;7.72
96694;Welkom_5;29-08-2024;20407581;-5;123.79
105214;Welkom_5;29-08-2024;20407599;-5;26.93
98051;Welkom_5;29-08-2024;20365383;-5;38.96
82198;Welkom_5;29-08-2024;20365631;-5;71.96
99099;Welkom_5;29-08-2024;20407557;-5;15.99
109970;Welkom_5;29-08-2024;20365276;-5;31.47
94996;Welkom_5;29-08-2024;20366001;-5;279.97
81087;Welkom_5;29-08-2024;20366431;-5;2.19
101171;Welkom_5;29-08-2024;20366167;-5;27.32
82511;Welkom_5;29-08-2024;20366761;-5;189.5
86108;Welkom_5;29-08-2024;20366670;-5;215.32
106343;Welkom_5;29-08-2024;20366175;-5;1.5
77537;Welkom_5;29-08-2024;20366043;-5;10.75
86692;Welkom_5;29-08-2024;20366118;-5;113.36
101133;Welkom_5;29-08-2024;20365623;-5;22.99
104954;Welkom_5;29-08-2024;20365375;-5;8.49
102516;Welkom_5;30-08-2024;20367223;-5;31.87
90156;Welkom_5;30-08-2024;20367512;-5;25.95
109970;Welkom_5;30-08-2024;20368189;-5;9.38
93796;Welkom_5;30-08-2024;20367553;-5;48.92
100492;Welkom_5;30-08-2024;20367470;-5;43.99
108489;Welkom_5;30-08-2024;20367561;-5;84.58
94842;Welkom_5;30-08-2024;20367397;-3.74;0
84605;Welkom_5;30-08-2024;20367363;-5;284.4
91646;Welkom_5;30-08-2024;20367033;-5;80.84
94993;Welkom_5;30-08-2024;20366944;-5;40.67
81222;Welkom_5;30-08-2024;20367728;-5;86.99
80084;Welkom_5;30-08-2024;20368312;-5;17.49
88767;Welkom_5;30-08-2024;20368064;-5;52.98
90235;Welkom_5;30-08-2024;20368106;-5;176.54
87188;Welkom_5;30-08-2024;20368122;-5;124.99
80559;Welkom_5;30-08-2024;20367744;-5;170.03
99957;Welkom_5;30-08-2024;20368304;-5;70.9
93535;Welkom_5;30-08-2024;20367496;-5;56.99
107275;Welkom_5;30-08-2024;20368510;-5;134.98
109900;Welkom_5;30-08-2024;20367587;-5;37.26
104027;Welkom_5;30-08-2024;20367371;-2.49;0
99595;Welkom_5;30-08-2024;20368163;-5;265.29
104364;Welkom_5;30-08-2024;20368486;-5;4.89
94589;Welkom_5;30-08-2024;20367504;-5;24.75
85667;Welkom_5;30-08-2024;20368288;-5;4.89
88364;Welkom_5;30-08-2024;20368080;-5;89.99
88097;Welkom_5;30-08-2024;20368114;-5;169.82
84127;Welkom_5;31-08-2024;20368759;-5;73.48
100898;Welkom_5;31-08-2024;20369419;-5;20.64
101144;Welkom_5;31-08-2024;20369286;-5;59.37
89182;Welkom_5;31-08-2024;20369336;-5;306.95
96471;Welkom_5;31-08-2024;20370680;-5;39.5
101515;Welkom_5;31-08-2024;20369302;-5;207.82
88988;Welkom_5;31-08-2024;20369617;-5;92.98
91224;Welkom_5;31-08-2024;20370607;-5;71.25
108701;Welkom_5;31-08-2024;20369708;-5;39.5
89878;Welkom_5;31-08-2024;20369260;-5;336.47
101546;Welkom_5;31-08-2024;20369633;-5;2322.69
86264;Welkom_5;31-08-2024;20368932;-5;259.41
100955;Welkom_5;31-08-2024;20369229;-5;106.97
108597;Welkom_5;31-08-2024;20369005;-5;23.78
105259;Welkom_5;31-08-2024;20368999;-5;60.7
91888;Welkom_5;31-08-2024;20369799;-5;85.98
83827;Welkom_5;31-08-2024;20369187;-5;514.41
108437;Welkom_5;31-08-2024;20369039;-5;34.89
86565;Welkom_5;31-08-2024;20370227;-5;44.99
91329;Welkom_5;31-08-2024;20369252;-5;7.59
106586;Welkom_5;31-08-2024;20369716;-5;19.29
89427;Welkom_5;31-08-2024;20368908;-5;10
84882;Welkom_5;31-08-2024;20368973;-5;23.99
86452;Welkom_5;31-08-2024;20368866;-5;63.99
90812;Welkom_5;31-08-2024;20369468;-5;78.99
91516;Welkom_5;31-08-2024;20369856;-5;105
95932;Welkom_5;31-08-2024;20369658;-5;264
103638;Welkom_5;31-08-2024;20369138;-5;62.49
109101;Welkom_5;01-09-2024;20372033;-5;21.62
90220;Welkom_5;01-09-2024;20371415;-5;21.23
86912;Welkom_5;01-09-2024;20371456;-5;329.88
93782;Welkom_5;01-09-2024;20371860;-5;46.27
87583;Welkom_5;01-09-2024;20371910;-5;29.29
96376;Welkom_5;01-09-2024;20371753;-5;9.99
100346;Welkom_5;01-09-2024;20371175;-5;307.79
101699;Welkom_5;01-09-2024;20371928;-5;75.99
90134;Welkom_5;01-09-2024;20372066;-5;40.49
107481;Welkom_5;01-09-2024;20371779;-5;54.9
82048;Welkom_5;01-09-2024;20371688;-5;220.17
90351;Welkom_5;01-09-2024;20371852;-5;48.5
109737;Welkom_5;01-09-2024;20371761;-5;23.99
106246;Welkom_5;01-09-2024;20371548;-5;495.72
105510;Welkom_5;01-09-2024;20371936;-5;14.99
107723;Welkom_5;01-09-2024;20371530;-5;93.98
106375;Welkom_5;01-09-2024;20371449;-5;19.49
96005;Welkom_5;01-09-2024;20371316;-5;123.98
101227;Welkom_5;01-09-2024;20371613;-5;62.98
88702;Welkom_5;01-09-2024;20371373;-5;122.48
106144;Welkom_5;01-09-2024;13877;-5;131.94
97694;Welkom_5;01-09-2024;20371555;-5;19.95
104201;Welkom_5;02-09-2024;20372298;-5;74.12
85911;Welkom_5;02-09-2024;20372637;-5;20.15
94311;Welkom_5;02-09-2024;20373254;-5;40.89
96495;Welkom_5;02-09-2024;20372603;-5;52.58
86235;Welkom_5;02-09-2024;20372967;-5;334.98
82382;Welkom_5;02-09-2024;20372710;-5;39.99
104651;Welkom_5;02-09-2024;20372835;-5;99.96
102331;Welkom_5;02-09-2024;20372454;-5;52.43
104027;Welkom_5;02-09-2024;20372371;-2.51;50.48
106334;Welkom_5;02-09-2024;20372587;-5;18.9
105588;Welkom_5;02-09-2024;20372447;-5;8.95
93283;Welkom_5;02-09-2024;20372843;-5;20.98
102911;Welkom_5;02-09-2024;20372926;-5;59.98
98989;Welkom_5;02-09-2024;20372579;-5;29.97
106624;Welkom_5;02-09-2024;20372744;-5;20.48
109216;Welkom_5;02-09-2024;20372553;-5;78.06
88284;Welkom_5;02-09-2024;20372306;-5;179.98
95717;Welkom_5;02-09-2024;20373155;-5;68.54
101196;Welkom_5;02-09-2024;20372348;-5;47.44
91250;Welkom_5;03-09-2024;20374146;-5;245.33
99817;Welkom_5;03-09-2024;20373437;-5;21.65
81782;Welkom_5;03-09-2024;20373676;-5;113.13
88084;Welkom_5;03-09-2024;20374021;-5;245.44
101382;Welkom_5;04-09-2024;20375499;-5;49
104498;Welkom_5;04-09-2024;20375507;-5;90
88310;Welkom_5;04-09-2024;20375606;-5;142.98
83359;Welkom_5;04-09-2024;20375911;-5;88.14
95650;Welkom_5;04-09-2024;20375424;-5;305.33
84635;Welkom_5;04-09-2024;20374666;-5;49.75
98550;Welkom_5;04-09-2024;20376158;-5;137.23
95318;Welkom_5;04-09-2024;20375937;-5;194.99
104491;Welkom_5;04-09-2024;20375614;-5;11.16
87996;Welkom_5;05-09-2024;20376596;-5;21.95
83007;Welkom_5;05-09-2024;20376877;-5;66.95
108322;Welkom_5;05-09-2024;20376869;-5;23
101980;Welkom_5;05-09-2024;20376521;-5;27
92865;Welkom_5;05-09-2024;20376984;-5;122.98
108564;Welkom_5;05-09-2024;20376455;-5;44.97
87955;Welkom_5;05-09-2024;20377396;-5;52.18
101986;Welkom_5;05-09-2024;20376653;-5;76.2
95567;Welkom_5;05-09-2024;20376976;-5;137.07
87325;Welkom_5;05-09-2024;20376745;-5;3.99
80595;Welkom_5;05-09-2024;20376695;-5;51.22
92735;Welkom_5;05-09-2024;20376513;-5;23
92171;Welkom_5;05-09-2024;20376604;-5;20.64
95264;Welkom_5;05-09-2024;20377271;-5;54.59
89909;Welkom_5;05-09-2024;20377206;-5;20.64
97432;Welkom_5;05-09-2024;20377024;-5;79.98
97575;Welkom_5;05-09-2024;20377040;-5;5.37
81393;Welkom_5;05-09-2024;20377008;-5;179.47
89810;Welkom_5;05-09-2024;20377149;-5;54.98
108639;Welkom_5;05-09-2024;20376950;-5;33.23
87161;Welkom_5;05-09-2024;20377511;-5;12.48
98214;Welkom_5;05-09-2024;20377321;-5;6.69
109025;Welkom_5;05-09-2024;20377057;-5;259.89
82988;Welkom_5;05-09-2024;20376935;-5;124.99
102001;Welkom_5;05-09-2024;20377339;-5;95.37
95324;Welkom_5;06-09-2024;20377826;-5;77.48
91574;Welkom_5;06-09-2024;20378923;-5;74.98
106831;Welkom_5;06-09-2024;20378303;-5;98.48
105706;Welkom_5;06-09-2024;20379012;-5;32.98
99866;Welkom_5;06-09-2024;20378444;-5;114.99
103940;Welkom_5;06-09-2024;20379129;-5;58.87
93380;Welkom_5;06-09-2024;20378840;-5;42.27
87840;Welkom_5;06-09-2024;20379194;-5;284.69
96182;Welkom_5;06-09-2024;20378683;-5;284.9
81804;Welkom_5;06-09-2024;20378063;-5;107.05
90752;Welkom_5;06-09-2024;20378097;-5;24.97
99602;Welkom_5;06-09-2024;20379202;-5;32.98
104117;Welkom_5;06-09-2024;20378881;-5;19.78
86416;Welkom_5;06-09-2024;20379004;-5;27.64
94150;Welkom_5;06-09-2024;20378394;-5;74.99
84095;Welkom_5;06-09-2024;20377610;-5;20.1
99081;Welkom_5;06-09-2024;20378972;-5;155.99
103646;Welkom_5;06-09-2024;20378915;-5;5.79
85281;Welkom_5;06-09-2024;20378204;-5;577.94
86967;Welkom_5;06-09-2024;20378386;-5;39.92
85355;Welkom_5;06-09-2024;20378410;-5;58.96
107737;Welkom_5;07-09-2024;20379939;-5;110.48
88086;Welkom_5;07-09-2024;20381083;-5;16.18
98548;Welkom_5;07-09-2024;20379673;-5;118.17
97086;Welkom_5;07-09-2024;20380432;-5;63.36
105927;Welkom_5;07-09-2024;20380366;-5;206.56
83061;Welkom_5;07-09-2024;20379558;-5;4.5
95310;Welkom_5;07-09-2024;20380978;-5;104.48
108210;Welkom_5;08-09-2024;20382057;-5;51.68
91040;Welkom_5;08-09-2024;20381836;-5;164.03
84283;Welkom_5;08-09-2024;20382412;-5;7.74
105899;Welkom_5;08-09-2024;20382040;-5;509.25
86315;Welkom_5;08-09-2024;20382230;-5;169.33
100601;Welkom_5;08-09-2024;20381620;-5;134.99
90052;Welkom_5;08-09-2024;20381992;-5;34.99
88599;Welkom_5;08-09-2024;20381729;-5;108.96
106546;Welkom_5;08-09-2024;20381927;-5;17.46
108548;Welkom_5;08-09-2024;20382073;-5;45.98
96904;Welkom_5;08-09-2024;20381778;-5;60.9
93756;Welkom_5;08-09-2024;20382271;-5;118.59
101527;Welkom_5;08-09-2024;20381844;-5;30.03
99120;Welkom_5;08-09-2024;20382065;-5;57.96
100601;Welkom_5;08-09-2024;20381562;-5;365.01
101996;Welkom_5;08-09-2024;20381554;-5;188.97
100315;Welkom_5;08-09-2024;20382438;-5;44.56
84697;Welkom_5;09-09-2024;20382883;-5;69.94
91491;Welkom_5;09-09-2024;20382859;-5;20.4
91331;Welkom_5;09-09-2024;20383485;-5;84.99
99819;Welkom_5;09-09-2024;20382818;-5;121.92
85571;Welkom_5;09-09-2024;20383055;-5;75.99
91381;Welkom_5;09-09-2024;20383477;-5;138.07
101461;Welkom_5;09-09-2024;20382933;-5;394.9
88116;Welkom_5;09-09-2024;20383022;-5;18
96980;Welkom_5;09-09-2024;20383535;-5;32.97
108711;Welkom_5;09-09-2024;20382537;-5;7.99
96833;Welkom_5;09-09-2024;20382719;-5;4.99
85929;Welkom_5;09-09-2024;20382511;-5;9.99
90606;Welkom_5;09-09-2024;20383220;-5;37.5
84154;Welkom_5;09-09-2024;20383428;-5;43.98
93821;Welkom_5;09-09-2024;20382545;-5;11
95126;Welkom_5;09-09-2024;20383105;-5;92.67
91055;Welkom_5;09-09-2024;20382784;-5;29.94
102947;Welkom_5;09-09-2024;20383352;-5;321.56
100732;Welkom_5;09-09-2024;20382990;-5;10.27
90295;Welkom_5;09-09-2024;20382800;-5;70.44
107193;Welkom_5;09-09-2024;20382529;-5;3.99
84493;Welkom_5;09-09-2024;20383576;-5;406.17
106726;Welkom_5;09-09-2024;20383584;-5;9.3
107767;Welkom_5;09-09-2024;20383196;-5;75.99
101844;Welkom_5;09-09-2024;20382958;-5;25.18
91123;Welkom_5;10-09-2024;20384699;-5;49.48
89043;Welkom_5;10-09-2024;20383832;-5;-7.4
99006;Welkom_5;10-09-2024;20384384;-5;193.36
95423;Welkom_5;10-09-2024;20383915;-5;10.95
108832;Welkom_5;10-09-2024;20384582;-5;67.98
85769;Welkom_5;10-09-2024;20384111;-5;72.28
93987;Welkom_5;10-09-2024;20384616;-5;114.99
101671;Welkom_5;10-09-2024;20383956;-5;116.25
92387;Welkom_5;10-09-2024;13895;-5;144.99
86724;Welkom_5;10-09-2024;20384202;-5;49.49
97422;Welkom_5;10-09-2024;20384095;-5;78.89
89598;Welkom_5;10-09-2024;20384376;-5;19.28
103186;Welkom_5;10-09-2024;20384244;-5;53.83
108515;Welkom_5;10-09-2024;20384368;-5;96.55
99280;Welkom_5;10-09-2024;20384640;-5;-84.48
96432;Welkom_5;10-09-2024;20384012;-5;701.58
82617;Welkom_5;10-09-2024;20384772;-5;44.53
104996;Welkom_5;10-09-2024;20383667;-5;110.49
105755;Welkom_5;10-09-2024;20384285;-5;57.98
103282;Welkom_5;10-09-2024;20384897;-5;11.5
92473;Welkom_5;10-09-2024;20384541;-5;17.99
108328;Welkom_5;10-09-2024;20384798;-5;39.5
90074;Welkom_5;10-09-2024;13896;-5;3
99868;Welkom_5;10-09-2024;20383907;-5;18.88
91137;Welkom_5;10-09-2024;20384913;-5;39.18
91852;Welkom_5;10-09-2024;20384806;-5;124.99
107408;Welkom_5;10-09-2024;20384467;-5;9.99
85239;Welkom_5;10-09-2024;20384780;-5;156.99
93996;Welkom_5;10-09-2024;20384566;-5;28.98
103023;Welkom_5;11-09-2024;20385316;-5;134.36
84774;Welkom_5;11-09-2024;20385043;-5;19.49
96196;Welkom_5;11-09-2024;20385233;-5;20.9
90102;Welkom_5;11-09-2024;20384988;-5;79.97
99611;Welkom_5;11-09-2024;20385803;-5;59.98
101012;Welkom_5;11-09-2024;20385118;-5;24.99
101662;Welkom_5;11-09-2024;20385407;-5;21.99
100171;Welkom_5;11-09-2024;20385290;-5;19.99
109747;Welkom_5;11-09-2024;20385209;-5;65.49
102106;Welkom_5;11-09-2024;20385647;-5;70.49
106049;Welkom_5;11-09-2024;20385175;-5;13.75
87830;Welkom_5;11-09-2024;20385795;-5;22.99
105599;Welkom_5;11-09-2024;20385381;-5;77.98
97796;Welkom_5;11-09-2024;20385357;-5;174.94
99363;Welkom_5;11-09-2024;20384970;-5;38.85
92250;Welkom_5;11-09-2024;20385670;-5;40.49
92068;Welkom_5;11-09-2024;20385563;-5;108.86
89594;Welkom_5;11-09-2024;20385423;-5;254.98
106438;Welkom_5;11-09-2024;20385365;-5;92.97
104040;Welkom_5;11-09-2024;20385514;-5;128.46
106415;Welkom_5;11-09-2024;20385704;-5;32.49
95672;Welkom_5;11-09-2024;20385134;-5;18.9
95268;Welkom_5;12-09-2024;20386488;-5;494
105992;Welkom_5;12-09-2024;20386389;-5;69.99
80085;Welkom_5;12-09-2024;20386421;-5;27.99
98559;Welkom_5;12-09-2024;20387239;-5;165.46
103610;Welkom_5;12-09-2024;20386918;-5;111.27
106674;Welkom_5;12-09-2024;20387130;-5;198.57
99687;Welkom_5;12-09-2024;20386926;-5;93.4
88406;Welkom_5;12-09-2024;20386348;-5;313.73
77892;Welkom_5;12-09-2024;20387023;-5;57.99
94981;Welkom_5;12-09-2024;20386868;-5;369.23
98102;Welkom_5;12-09-2024;20386454;-5;22.95
90395;Welkom_5;12-09-2024;20386827;-5;272.63
88015;Welkom_5;12-09-2024;20386595;-5;254.99
94103;Welkom_5;12-09-2024;20387049;-5;12.99
98008;Welkom_5;12-09-2024;20386520;-5;33.49
91744;Welkom_5;12-09-2024;20387221;-5;113.99
105823;Welkom_5;12-09-2024;20386934;-5;44.99
107406;Welkom_5;12-09-2024;20387262;-5;10
107705;Welkom_5;12-09-2024;20386447;-5;63.97
89515;Welkom_5;12-09-2024;20387171;-5;71.97
106278;Welkom_5;13-09-2024;20388302;-5;58.37
90726;Welkom_5;13-09-2024;20387403;-5;40.59
100223;Welkom_5;13-09-2024;20388542;-5;11.19
97300;Welkom_5;13-09-2024;20387510;-5;4.99
105473;Welkom_5;13-09-2024;20387502;-5;12.99
106106;Welkom_5;13-09-2024;20388153;-5;47.45
95389;Welkom_5;13-09-2024;20388039;-5;67.49
100330;Welkom_5;13-09-2024;20388237;-5;101.14
109491;Welkom_5;13-09-2024;20387536;-5;6.69
88369;Welkom_5;13-09-2024;20387841;-5;24.46
89759;Welkom_5;13-09-2024;20387635;-5;629.79
89623;Welkom_5;13-09-2024;20388260;-5;388.98
100017;Welkom_5;13-09-2024;20388641;-5;12.09
102119;Welkom_5;13-09-2024;20388161;-5;15.96
89086;Welkom_5;13-09-2024;20388278;-5;159.93
106686;Welkom_5;13-09-2024;20388229;-5;7.5
107787;Welkom_5;13-09-2024;20387882;-5;32.29
95868;Welkom_5;13-09-2024;20387809;-5;141.18
86986;Welkom_5;13-09-2024;20388013;-5;15
91813;Welkom_5;13-09-2024;20387460;-5;54.48
94960;Welkom_5;13-09-2024;20387676;-5;179.98
91788;Welkom_5;13-09-2024;20388054;-5;54.54
105250;Welkom_5;13-09-2024;20388880;-5;6.69
100166;Welkom_5;13-09-2024;20388427;-5;73.28
104687;Welkom_5;13-09-2024;20388856;-5;160.89
101668;Welkom_5;13-09-2024;20388781;-5;388.94
88783;Welkom_5;13-09-2024;20388609;-5;89.98
94915;Welkom_5;13-09-2024;20388245;-5;75.97
85642;Welkom_5;13-09-2024;20388666;-5;57.99
102162;Welkom_5;14-09-2024;20389672;-5;119.73
81200;Welkom_5;14-09-2024;20389581;-5;71.98
87174;Welkom_5;14-09-2024;20389391;-5;9.49
78216;Welkom_5;14-09-2024;20389367;-5;39.73
84462;Welkom_5;14-09-2024;20389300;-5;54.46
96521;Welkom_5;14-09-2024;20389714;-5;34.98
99353;Welkom_5;14-09-2024;20390175;-5;184.99
90571;Welkom_5;14-09-2024;20389656;-5;27.95
106486;Welkom_5;14-09-2024;20390043;-5;7.99
100726;Welkom_5;14-09-2024;20390316;-5;75.68
82827;Welkom_5;14-09-2024;20389904;-5;275.96
93811;Welkom_5;14-09-2024;20390332;-5;49.99
109796;Welkom_5;14-09-2024;20389052;-5;172.49
96873;Welkom_5;14-09-2024;20389110;-5;102.67
101109;Welkom_5;14-09-2024;20389086;-5;40.49
92933;Welkom_5;14-09-2024;20390035;-5;8.99
101813;Welkom_5;14-09-2024;20390324;-5;17.5
96625;Welkom_5;14-09-2024;20388997;-5;69.99
97818;Welkom_5;14-09-2024;20390126;-5;354.39
108159;Welkom_5;14-09-2024;20389623;-5;106.17
106570;Welkom_5;14-09-2024;20390076;-5;8.49
95417;Welkom_5;15-09-2024;20390738;-5;84.98
91290;Welkom_5;15-09-2024;20391389;-5;404.62
